DateID,ID,RefGipfel,FileName Strava,Datum Start,Datum End,Month,Year,Saison,Typ,Art,Unterart,Org,Tage,Titel Strava,Remarks,Ziel,Ziel Typ,Route,öbernachtung,D,B,A,J,Weitere Teilnehmer,Anlass,Bemerkung,Distanz,Dauer,Schwierigkeit,Aufstieg,Abstieg,Links Routen,Links Fotos,Links,Fotos?,Album auf Google+?,Hikr Eintrag,Type,Link,,Datum Start,ID
D20130316,1160,97,20130316-070000-BackcountrySki.gpx,16.3.13,16.3.13,3,2013,2012/13 Wi,Winter,Skifahren,Skitour,SAC Teilnehmer ,1,Skitour Gemsfairen - Clariden - PlanurahÅtte,,"Gemsfairenstock, Clariden",Gipfel,,,x,,,,Hugo bannwart <hugo.bannwart@me.com>,,,,,,,,,,,,,x,,,,16.3.13,1160
D20130317,1161,#NV,20130317-070000-BackcountrySki.gpx,17.3.13,17.3.13,3,2013,2012/13 Wi,Winter,Skifahren,Skitour,SAC Teilnehmer ,1,Skitour PlanurahÅtte - Tierfed,,Abfahrt von PlanurahÅtte (statt Tîdi),HÅtte,,,x,,,,siehe oben,SAC Pfannenstiel,,,,,,,,,,,,,,,,17.3.13,1161
D20130413,1162,99,20130413-060000-BackcountrySki.gpx,13.4.13,13.4.13,4,2013,2012/13 Wi,Winter,Skifahren,Skihochtour,SL HTL,1,Skitour Breithorn - Schwarztor - Monte Rosa-HÅtte,,Breithorn Westgipfel,Gipfel,Klein Matterhorn - Breithorn - Schwarztor - SchwÑrzegletscher (R533) - Monte Rosa-HÅtte,Monte Rosa-HÅtte,x,,,,"Alexander MÅdespacher, Urs Gisler, Sebastian Goodrick, Roland KÅhnis, Janine KÅhnis, Leila Kappeler, Hakon Reichardt, Ludwig Rabebauer",SL Berg & Ski,,,,,,,,Link auf Google+,,y,y,El Chasqui,Normal,,,13.4.13,1162
D20130414,1163,100,20130414-060000-BackcountrySki.gpx,14.4.13,14.4.13,4,2013,2012/13 Wi,Winter,Skifahren,Skihochtour,SL HTL,1,Skitour Dufourspitze,,Dufourspitze,Gipfel,Monte Rosa-HÅtte - Obere Plattje - R548a - Silbersattel - Dufourspitze - Retour Åber Aufstiegsroute,Monte Rosa-HÅtte,x,,,,"Alexander MÅdespacher, Urs Gisler, Sebastian Goodrick, Roland KÅhnis, Janine KÅhnis, Leila Kappeler, Hakon Reichardt, Ludwig Rabebauer",SL Berg & Ski,,,,,,,,,,,,El Chasqui,Normal,,,14.4.13,1163
D20130415,1164,101,20130415-060000-BackcountrySki.gpx,15.4.13,15.4.13,4,2013,2012/13 Wi,Winter,Skifahren,Skihochtour,SL HTL,1,Skitour Jima di Jazzi,,Cima di Jazzi,Gipfel,Monte Rosa-HÅtte - Ob dem See - P2965 - R551 - Cima di Jazzi - R553a - Findelgletscher - Gant - HohtÑlli - Åber Pisten via Furi nach Zermatt,Monte Rosa-HÅtte,x,,,,"Alexander MÅdespacher, Urs Gisler, Sebastian Goodrick, Roland KÅhnis, Janine KÅhnis, Leila Kappeler, Hakon Reichardt, Ludwig Rabebauer",SL Berg & Ski,,,,,,,,,,,,El Chasqui,Normal,,,15.4.13,1164
D20130509,1165,#NV,20130509-060000-Hike.gpx,9.5.13,9.5.13,5,2013,2013 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Betlis - Quinten,,Quinten,Ort,Ab Parkplatz Hîfli (Betlis) - Hinterbetlis - Vorderbetlis - SeerenbachfÑlle - Seerenwald - beim Fulenbach rechts runter via Steinlaui - TscherÅti - Quinten - Retour mit Schiff,,x,x,x,x,Dominique in Quinten getroffen,,,,,T2,,,,,,,,,,,,9.5.13,1165
D20130518,1166,102,20130518-060000-Hike.gpx,18.5.13,18.5.13,5,2013,2013 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Geissflue Wasserflue (Kantonshîhepunkt AG),,"Geissflue, Wasserflue",Gipfel,"Startpunkt Erlinsbach, 200m vor Chalofen am Waldrand - Barmelweid - Rosmaregg - Naturfreundehaus - Geisflue (963m) - Kantonshîhepunkte AG (908m) - entlang dem 'Grat' bis Salhîhe - via Grat 'Uf der Egg' bis Wasserflue - Wileberg - Eggmatt - auf dem Grad Egg - bei P666 - runter bis zur Hauptstrasse und dann zum Auto",,x,x,,,,,Kantonshîhepunkt AG,,05:00,T2,,,,,,,,x,,,,18.5.13,1166
D20130519,1167,104,20130519-060000-Hike.gpx,19.5.13,19.5.13,5,2013,2013 So,Sommer,Wandern,Wanderung,Privat,1,"Wanderung Chellenchîpfli, Hinteri Egg (Kantonshîhepunkt BL)",,"Chellenchîpfli, Hinteri Egg",Gipfel,"Ab Chilchli (Gemeinde Reigoldswil) mit Seilbahn bis Wasserfallen. Via P937 & P1052 aufs Chellenchîpfli. Von dort Åber die Wiese zur Hinteri Egg (1169m). Runter Richtung Ost zu P1050 und dann zur Scheune bei P1061. Jetzt zuerst entlang dem Wald nach Nordwesten, dann bei Ischlag runter auf den unteren Weg. Diesem entlang bis Hinter Wasserfallen (P1013). Jetzt nahmen wir den Pfad sÅdlich des Grates bis zu den ersten Felsen. Dies wÑre eine schîne FortfÅhrung der Wanderung, doch da wir mit der letzten Seilbahn runter wollten kehrten wir zurÅck zu P1013 und von dort zur Bahn.",,x,x,x,,Maja,,Kantonshîhepunkt BL,,,,,,,,,,,x,,,,19.5.13,1167
D20130520,1168,106,20130520-060000-Hike.gpx,20.5.13,20.5.13,5,2013,2013 So,Sommer,Wandern,Alpintour,Privat,1,Wanderung Gross Mythen,,Grosser Mythen,Gipfel,Brunni - Normalroute via Holzegg auf den Gipfel - retour Åber den gleichen Weg ,,x,,,,alleine,,,,02:15,T3,,,,,,,,x,,,,20.5.13,1168
D20130608,1169,107,20130608-060000-Hike.gpx,8.6.13,8.6.13,6,2013,2013 So,Sommer,Wandern,Alpintour,Privat,1,"Alpintour Wageten, Riseten",,"Wageten, Riseten",Gipfel,Parkplatz SchwÑndital - Sunnenstafel - Stattboden - Lochegg - Wageten - Lochegg - Hinter Riseten - Riseten P1720 - P1406 - Parkplatz,,x,x,,,,,,,06:00,T4+,,,,,,,,x,,,,8.6.13,1169
D20130613,1170,109,20130613-060000-Hike.gpx,13.6.13,13.6.13,6,2013,2013 So,Sommer,Wandern,Alpintour,Privat,1,Alpin Tour Rigi Nordlehne,,Rigi,Gipfel,Seebodenalp - Holderen - Ronenboden - Tristenboden (nicht via Arschbacken) - P1580 - Rigi Kulm - Rigi Staffel - Fruttli - DÅssen - RÅttlersplangg - Holderen - Seebodenalp ,,x,,,,"Manfred, Claudia, Juri, Urs",SL Berg & Ski,,,,T4+,,,,,,,,x,,,,13.6.13,1170
D20130615,1171,110,20130615-060000-Hike.gpx,15.6.13,15.6.13,6,2013,2013 So,Sommer,Wandern,Wanderung,Privat,1,"Wanderung Federispitz, PlÑttlispitz",,"Federispitz, PlÑttlispitz",Gipfel,ZiegelbrÅcke P424 (nach BahnÅbergang) - hoch zur Fahrstrasse - GrÅt - Schwantenchengel - ObernÑten - Federigrat - Federispitz - PlÑttlispitz - Stelli - UnternÑtenalp - Oberalpli - Åber Ziegelbach - GrÅt - nach links bei P777 - Stîckli - Cholholz - ZiegelbrÅcke Bahnhof,,x,,,,alleine,,"ZiegelbrÅcke - Federispitz 1:45; Federispitz - ZiegelbrÅcke 2:00; Routenfindung im Abschnitt Cholholz - ZiegelbrÅcke war sehr schwierig
Wo mîglich (meist Alpstrasse) joggte ich.",,,,,,,,,,,x,,,,15.6.13,1171
D20130622,1172,#NV,20130622-060000-Hike.gpx,22.6.13,23.6.13,6,2013,2013 So,Sommer,Wandern,Wanderung,Privat,2,Wanderung BÑchlitalhÅtte,Auf zwei Tage verteilen,BÑchlitalhÅtte,HÅtte,Mit Auto nach Meiringen und dort einen Kaffee getrunken; dann die Aareschlucht besichtigt; die Wanderung startete am RÑterichsbodensee (Åber Staumauer) - rechts vom BÑchlisbach - links von P2157 - rechts von P2190 - BÑchlisboden - BÑchlitalhÅtte (2.5h im Schnee),BÑchlitalhÅtte,x,x,x,x,"Marianne, Martin, Antonia, Eli Rixon, Fridi Schwider",,,,,,,,,Link auf Google+,,y,y,,,,,22.6.13,1172
D20130629,1173,112,20130629-060000-Hike.gpx,29.6.13,30.6.13,6,2013,2013 So,Sommer,Wandern,Hochtour,Privat,2,Wanderung Zustieg SpannorthÅtte,Auf zwei Tage verteilen,Krînten,Gipfel,Tag1: Talstation FÅhrenbahn - HerrenrÅti - Alpenrîsli - StÑfeli - GeissrÅggen - SpannorthÅtte; Tag 2: SpannorthÅtte - SchlossberglÅcke - Spannortjoch - Sattel rechts von P2860 - P2824 - Krînten (Wintergipfel) - P2824 - links vom Schwarz Stîckli - SchlossberglÅcke - Aufstiegsroute bis FÅhrenalpbahn,SpannorthÅtte,x,,,,Gerry BÅhler,,UrsprÅnglich ware der Gross Spannort geplant gewesen; doch Gipfelaufstieg war vîllig vereist und mit 20-30cm Schnee bedeckt; der Hauptgipfel der Krînten war ebenfalls eisbedeckt. Aufgrund der knappen Zeit entschlossen wir uns beim Wintergipfel zu blieben,,,,,,,Link auf Google+,Link auf Video von Gerry,y,y,x,,,,29.6.13,1173
D20130706,1174,113,20130706-060000-Hike.gpx,6.7.13,7.7.13,7,2013,2013 So,Sommer,Wandern,Hochtour,Mit BergfÅhrer,2,Wanderung Aufstieg BordierhÅtte,Auf zwei Tage verteilen,"Dirruhorn, HobÑrghorn, Stecknadelhorn, Nadelhorn",Gipfel,Gasenried - P1683 - P1930 - P2030 - Alpja - P2406 - P2707 - Åber Riedgletscher - BordierhÅtte; Tag2: BordierhÅtte - P2973 - Åber Gletscher - Dirrujoch - Dirruhorn - Dirrujoch - HobÑrghorn - Stecknadelhorn - Stecknadeljoch - Nadelhorn - Windjoch - MischabelhÅtte - P2210 - P2283 - Hannig Bergstation,BordierhÅtte,x,,,,Julian Wyrsch (BergfÅhrer),,,,,,,,,Link auf Google+,,y,y,x,,,,6.7.13,1174
D20130729,1175,#NV,#NV,29.7.13,2.8.13,8,2013,2013 So,Sommer,Sonstiges,Velotour,Privat,5,#NV,,Beaugency - Angers,,Beaugency - Blois - Chenonceau - Langeais - Saumur - Angers,,x,x,x,x,,,,,,,,,,,,,,,,,,29.7.13,1175
D20130818,1176,#NV,#NV,18.8.13,18.8.13,8,2013,2013 So,Sommer,Sonstiges,Schwimmen,Privat,1,#NV,,SeeÅberquerung MÑnnedorf - WÑdenswil,,MÑnnedorf - WÑdenswil,,x,x,,,,,,,05:50,T5+/II,1700,1540,,,,,,,,,,18.8.13,1176
D20130824,1177,117,20130824-060000-AlpineSki.gpx,24.8.13,24.8.13,8,2013,2013 So,Sommer,Wandern,Alpintour,Privat,1,"Alpintour ChrÅzberg III, ChrÅzberg IV, Mutschen",,"ChrÅzberg III, ChrÅzberg IV, Mutschen",Gipfel,BrÅlisau - Plattenbîdeli - GeisserhÅttli - Bollenwees - SaxerlÅcke - Roslenalp - ChrÅzberg III - ChrÅzberg IV - Roslenalp - Mutschensattel - Mutschen - P2048 - Gruebe - FlÅrentobel - Wildhaus,,x,,,,Alexander MÅdespacher,,,,05:50,T5+/II,1700,1540,,Link auf Google+,Link auf Video von Alex,y,y,xaendi,Normal,,,24.8.13,1177
D20130825,1178,120,20130825-060000-Hike.gpx,25.8.13,25.8.13,8,2013,2013 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Bachtel,,Bachtel,Gipfel,Dieterswil - Wissgass - Vorder Sennenberg - Bachtelweier - P973 - P1024 - Bachtel - Unterbachtel - Bachtelspalt - Vorder Sennenberg - Wissgass - Dieterswil,,x,x,,,,,,,03:00,,,,,,,,,x,,,,25.8.13,1178
D20130831,1179,121,20130831-060000-Hike.gpx,31.8.13,31.8.13,8,2013,2013 So,Sommer,Wandern,Alpintour,Privat,1,Alpintour SÑntis via Chammhalden,,"Girenspitz, SÑntis via Chammhalden",Gipfel,SchwÑgalp - P1357 - P1577 - Chammhalden - P2325 (HÅenerbergsattel) - Girensattel - Girenspitz - Girensattel - SÑntis - Tierwis - SchwÑgalp (Abstieg Åber Normalroute),,x,,,,alleine,,,,04:40,T5/II,1300,1300,,Link auf Google+,,y,y,x,,,,31.8.13,1179
D20130914,1180,124,20130914-092307-Hike.gpx,14.9.13,14.9.13,9,2013,2013 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Holzegg-Trachslau: Wanderung,,"BrÅschrainhîchi, Grossbrechenstock, NÑbikenfirst, Hîch TÑndli,  NÅsellstock",Gipfel,Brunni - Holzegg (Bahn) - ZwÅschet Mythen - Haggenegg - BrÅschrainhîchi - Grossbrechenstock - NÑbikenfirst - Hîch TÑndli - NÅsellstock - SÅloch - Trachslau,,x,x,x,x,"Billy, Mats, Mina, Jenna",,,,,,,,130914 HolzeggTrachslau.gdb,,,,,x,,,,14.9.13,1180
D20130922,1181,129,20130922-090318-Hike.gpx,22.9.13,22.9.13,9,2013,2013 So,Sommer,Wandern,Alpintour,Privat,1,Alpinwanderung Stein - Vorderer Goggeien - Vorderi Hîchi - FlÅgenspitz - ArvenbÅhl,,"Vorderer Goggeien, FlÅgespitz",Gipfel,Stein SG - Eggli - Badhus - DÅrrenbach - Jîggelisberg - Vorderer Goggeien - Jîggelisberg - DÅrrenbach - Schînen Boden - Vorderi Hîhi - Saum - BÑrenegg - FlÅgespitz - Looch - Egg - Amden ArvenbÅhl,,x,x,,,,,,,06:00,T4,1300,850,,Link auf Google+,,y,y,x,,,,22.9.13,1181
D20130927,1182,#NV,20130927-155958-Hike.gpx,27.9.13,27.9.13,9,2013,2013 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Saas Almagell - AlmagellerhÅtte,,AlmagellerhÅtte,HÅtte,Saas-Almagell - Almagelleralp - AlmagellerhÅtte,AlmagellerhÅtte,x,,,,Nora,,,,02:45,T3,1180,0,Link auf Tracks,Link auf Google+,,,,,,,,27.9.13,1182
D20130928,1183,131,20130928-044428-Hike.gpx,28.9.13,28.9.13,9,2013,2013 So,Sommer,Wandern,Hochtour,Privat,1,Hochtour Weissmies öberschreitung,,Weissmies,Gipfel,AlmagellerhÅtte - ZwÅschbergenpass - SOO-Grat - Weissmies - Abstieg Åber Normalroute - Hochsaas,,x,,,,Nora,,,,06:30,WS,1150,935,,,,,,x,,,,28.9.13,1183
D20130929,1184,#NV,20130929-075447-Hike.gpx,29.9.13,29.9.13,9,2013,2013 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Egg - KÅsnachtertobel - KÅsnacht,,Egg - KÅsnacht,ViaJaccobi,Kempraten - Lattenhof - GrÅnau - Unter Moos - Weier - Breitenmatt - Tîbeli - Blattenbach - Dieterswil - Hueb - BÅel - Gibswil,,x,x,,,,,,,03:20,T1,350,400,,n.i.,,,,,,,,29.9.13,1184
D20131005,1185,#NV,20131005-122942-Hike.gpx,5.10.13,5.10.13,10,2013,2013 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Rapperswil - Gibswil,,Rapperswil - Gibswil,ViaJaccobi,Kempraten - Lattenhof - GrÅnau - Unter Moos - Weier - Breitenmatt - Tîbeli - Blattenbach - Dieterswil - Hueb - BÅel - Gibswil,,x,x,,,,,,,03:30,T1,500,200,Link auf Tracks,n.i.,,,,,,,,5.10.13,1185
D20131013,1186,132,20131013-123949-Hike.gpx,13.10.13,13.10.13,10,2013,2013 So,Sommer,Wandern,Wanderung,Privat,1,Jog Pfannenstiel,FileName Strava statisch,ZÅrisee4: PfÑffikon-Richterswil,Rundtour,PfÑffikon - Etzel - BÅel - Schindellegi - Samstagern - Richterswil (Panorama Route 84),,x,x,,,,ZÅrichseeumrundung,,,,,,,,n.i.,,,,,,,,13.10.13,1186
D20131018,1187,133,20131018-123655-Hike.gpx,18.10.13,18.10.13,10,2013,2013 So,Sommer,Wandern,Alpintour,Privat,1,Wanderung Fronalpstock,,Fronalpstock,Gipfel,Naturfreundehaus Fronalp - Fellboden - Mittlerer Stafel - Ober Stafel - Zelsegg - Fronalpstock - zurÅck Åber Aufstiegsroute,,x,x,,,,,,,03:30,T4,750,750,,Link auf Google+,,y,y,x,,,,18.10.13,1187
D20131020,1188,134,20131020-075447-Hike.gpx,20.10.13,20.10.13,10,2013,2013 So,Sommer,Wandern,Alpintour,Privat,1,Alpintour Kleiner Mythen,,Kleiner Mythen,Gipfel,Brunni - ZwÅschet Mythen - Kleiner Mythen - zurÅck Åber Aufstiegsroute,,x,x,,,Dominique,,,,05:00,T5,750,750,,Link auf Google+,,y,y,x,,,,20.10.13,1188
D20131026,1189,135,20131026-060000-Hike.gpx,26.10.13,26.10.13,10,2013,2013 So,Sommer,Wandern,Alpintour,Privat,1,Alpintour ôhrli - SÑntis (via Nasenlîcher),,"ôhrli, SÑntis via Nasenlîcherroute",Gipfel,SchwÑgalp - Chamm - DreihÅtten - Nasenlîcher - ôhrligrueb - ôhrli - Rossegg - Blau Schnee - SÑntis,,x,x,,,,,,,05:45,T4+ / I,1350,400,20131026 ôhrli SÑntis via Nasenlîcherroute.gpx,Link auf Google+,,y,y,x,,,,26.10.13,1189
D20131116,1190,137,20131116-061638-Snowshoe.gpx,16.11.13,16.11.13,11,2013,2013/14 Wi,Winter,Wandern,Schneeschuhwanderung,Privat,1,Schneeschuhtour Mutteristock,,Mutteristock,Gipfel,Hinter Bruch - Schwandtli - Schlunenwald - LufthÅtte - Mutteri - TorberglÅcke - Mutteristock - zurÅck auf demselben Weg,,x,,,,alleine,,,,06:00,,1350,1350,,,,,,x,,,,16.11.13,1190
D20131117,1191,138,20131117-123053-Snowshoe.gpx,17.11.13,17.11.13,11,2013,2013/14 Wi,Winter,Wandern,Schneeschuhwanderung,Privat,1,Schneeschuhtour BrÅnnelistock,,BrÅnnelistock,Gipfel,Ibergeregg  - Rest. ZwÑcken - Halbegg - BrÅnnelistock - Ibergeregg,,x,x,x,x,"Jiji, Baba, Marianne, Martin, Antonia",,,,02:30,WT1,160,160,,,,y,y,x,,,,17.11.13,1191
D20131201,1192,139,20131201-072857-BackcountrySki.gpx,1.12.13,1.12.13,12,2013,2013/14 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Balmer GrÑtli,,Balmer GrÑtli,Gipfel,"Bisisthal (P1037) - Saliboden - Ruosalper Wald - Gross Gade - Gitschboden - Munggenband - BalmergrÑtli - Abfahrt bis Gross Gade Åber Aufstiegsroute, dann dem AlpstrÑsschen entlang runter",,x,x,,,,,,,,,,,Balmer GrÑtli 131201.gpx,,,,,x,,,,1.12.13,1192
D20131215,1193,140,20131215-070000-BackcountrySki.gpx,15.12.13,15.12.13,12,2013,2013/14 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Schilt,,Schilt,Gipfel,P1608 (vorzeitiger Skilift-Ausstieg) - îstlich vom Heustîckli - P2062  - westlich des Siwellen - P2241 - Schilt (Abfahrt mehr in den HÑngen westlich des Siwellen),,x,x,,,"Hakon, Billy, Florian Franz, Kollegin/Kollege von Hakon",,,,,,,,,,,,,x,,,,15.12.13,1193
D20131227,1194,141,20131227-070000-BackcountrySki.gpx,27.12.13,30.12.13,12,2013,2013/14 Wi,Winter,Skifahren,Skitour,Privat,4,Skitour Aufstieg Skihaus Casanna,Auf mehrere Tage verteilen,"Skihaus Casanna, Mattjisch Horn",Gipfel,"Tag1: Aufstieg von Langwies via Alpstrasse (AbkÅrzung etwas verfrÅht bei Punkt 1759) (alle); Tag2: Mattjisch Horn via Sommerweg auf Ostgrat; Abfahrt via Aufstiegsroute (Bettina, Lisette, Thomi, Danny); Tag3: wie Tag 2 (Thomi, Danny); Tag4: Aufstieg wie Tag 2; Abfahrt via Nordwest-Grat, bei P2277 via Peister Galtialp zum Berghaus Heuberge, Abfahrt auf Schlittelweg, mit AbkÅrzungen (alle)",,x,x,x,x,"Thomi & Tonya, Lisette und Alena, Nora, Anna, Marielou",,,,,,,,,,,,,x,,,,27.12.13,1194
D20140118,1195,144,20140118-081502-BackcountrySki.gpx,18.1.14,18.1.14,1,2014,2013/14 Wi,Winter,Skifahren,Skitour,SL TN,1,Skitour ChlÑbdÑcher (Versuch),,ChlÑbdÑcher (Versuch),Gipfel,Weglosen - auf dem Normalaufstieg bis P1349 - SteinhÅttli - P1821 - Umkehren nachdem die Spurer kleine Triebschneebretter auslîsten - Abfahrt direkt NW P1429,,x,x,,,SL,,,,,,,,,,,,,,,,,18.1.14,1195
D20140209,1196,145,20140209-070000-BackcountrySki.gpx,9.2.14,9.2.14,2,2014,2013/14 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Tambo (Versuch),,Pizzo Tambo (Fast geschafft),Gipfel,Mit Skilift bis P2215 - Querung bis Berghus Zoll - Passhîhe - entlang der Grenze bis sÅdlich des Lattenhorns - bis Skidepot (Aufstieg bis ca. 40m unter Gipfel; Aufgabe bei heikler Querung einer Schneeflanke (3m!!) - ca. 50-60Grad,,x,,,,Hakon,,,,,,,,,,,y,y,x,,,,9.2.14,1196
D20140217,1197,146,#NV,17.2.14,17.2.14,2,2014,2013/14 Wi,Winter,Skifahren,Skitour,Privat,1,#NV,,Costa Chiggia,Gipfel,,,x,x,,,,,,,,,,,,,,y,y,x,,,,17.2.14,1197
D20140219,1198,147,20140219-103647-BackcountrySki.gpx,19.2.14,19.2.14,2,2014,2013/14 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Punta La Piovisa (Versuch),,Punta La Piovisa (Versuch),Punkt,Aufstieg nur bis ca. 1900m,,x,x,,,,,,,,,,,,,,,,,,,,19.2.14,1198
D20140220,1199,148,20140220-072212-BackcountrySki.gpx,20.2.14,20.2.14,2,2014,2013/14 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour zum Sattel beim Monte Nebin NO,,Monte Nebin SE,Sattel,Aufstieg bis Sattel westl. des Bassa di Rasis,,x,x,,,,,,,,,,,,,,,,x,,,,20.2.14,1199
D20140221,1200,149,#NV,21.2.14,21.2.14,2,2014,2013/14 Wi,Winter,Skifahren,Skitour,Privat,1,#NV,,Monte Giobert,Gipfel,,,x,x,,,,,,,,,,,,,,,,x,,,,21.2.14,1200
D20140302,1201,150,20140302-105148-BackcountrySki.gpx,2.3.14,2.3.14,3,2014,2013/14 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Aufsteig Richtung Spitzmeilen,,Spitzmeilen (Versuch),Gipfel,PanÅîl - Fursch - Winterweg Richtung SpitzmeilenhÅtte - Umkehr auf Hîhe 2060 (HÅttenweg biegt nach Ost ab),,x,,,,alleine,,,,,,,,,,,,,,,,,2.3.14,1201
D20140308,1202,151,20140308-090551-BackcountrySki.gpx,8.3.14,8.3.14,3,2014,2013/14 Wi,Winter,Skifahren,Skitour,SL Lead,1,Skitour Pazolastock,,Pazolastock/ Piz Nurschalas,Gipfel,Oberalppass - Puozas dil Lai - P2438 - Pazolastock - PazolaÑlpetli - Ober Laub - Graben - Laucheren - Andermatt,,x,,,,"Christoph KÅng, ",SL Berg & Ski,,,,,,,140308 Pazolastock.gpx,,,y,,x,,,,8.3.14,1202
D20140309,1203,#NV,20140309-075857-Hike.gpx,9.3.14,9.3.14,3,2014,2013/14 Wi,Winter,Wandern,Wanderung,Privat,1,Wanderung ZÅrichseeumrundung Richterswil - Horgen,,ZÅrisee5: Richterswil-Horgen,Rundtour,Richterswil - WÑdenswil - Au - Horgen,,x,x,,,,ZÅrichseeumrundung,,,,,,,140315 Chli KÑrpf.xol,,,y,,x,,,,9.3.14,1203
D20140315,1204,152,20140315-070000-BackcountrySki.gpx,15.3.14,15.3.14,3,2014,2013/14 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Chli KÑrpf,,Chli ChÑrpf,Gipfel,Parkplatz - SkihÅtte Obererbs - P2022 - P2456 - Chli KÑrpf - Abfahrt westlich des Rotstocks,,x,,,,Alleine,,,,,,,,,,,y,,,,,,15.3.14,1204
D20140316,1205,#NV,20140316-070000-Hike.gpx,16.3.14,16.3.14,3,2014,2013/14 Wi,Winter,Wandern,Wanderung,Privat,1,Wanderung ZÅrichseeumrundung Adliswil - Horgen 2,,ZÅrisee6: Adliswil - Horgen,Rundtour,Adliswil - entlang der Sihl - Sihlwald - Neuforst - Horgen,,x,x,,,,ZÅrichseeumrundung,,,,,,,,,,y,,,,,,16.3.14,1205
D20140322,1206,155,20140322-070000-BackcountrySki.gpx,22.3.14,22.3.14,3,2014,2013/14 Wi,Winter,Skifahren,Skitour,SL TN,1,Skitour HasenflÅeli,,HasenflÅeli,Gipfel,St. Antînien (RÅti) - HasenflÅeli - Retour auf Aufstiegsspur,,x,,,,"Gerry, Andy, Roli, Jeanine",SL Berg & Ski,,,,,,,,,,y,,El Chasqui,Normal,,,22.3.14,1206
D20140329,1207,#NV,20140329-104849-Hike.gpx,29.3.14,29.3.14,3,2014,2013/14 Wi,Winter,Wandern,Wanderung,Privat,1,Wanderung ZÅrichseeumrundung MÑnnedorf - Erlenbach,,ZÅrisee7: MÑnnedorf - Erlenbach,Rundtour,,,x,x,,,,,,,,,,,,,,,,,,,,29.3.14,1207
D20140424,1208,156,20140424-093212-Hike.gpx,24.4.14,24.4.14,4,2014,2014 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Yufudake,,Yufudake,Gipfel,Yuju-tozan-guchi - Goyagoshi - Higashi-mine - Nishi-mine (Yufudake 1584m) - Higashi-mine (rund um den Krater) - Yufuin,,x,x,x,x,,,,,,,,,,,,y,y,x,,,,24.4.14,1208
D20140426,1209,157,20140426-094115-Hike.gpx,26.4.14,26.4.14,4,2014,2014 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Chobaru - Bogatsuru,,"Teisensan, Hijidake",Gipfel,Choja-baru - Ama-ga-ike - Bogatsuru - Teisensan (1786m) - Kitataisen (1706m) Hiji-dake (1643m) - Bogatsuru,,x,x,x,x,,,,,,,,,,,,y,y,x,,,,26.4.14,1209
D20140427,1210,160,20140427-070000-Hike.gpx,27.4.14,27.4.14,4,2014,2014 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Bogatsuru - Makinotoge,,"Kujusan, Nakadake",Gipfel,Bogatsuru - Kujusan (1787m) - Nakadake (1791m) - Makinotoge,,x,x,x,x,,,,,,,,,,,,y,y,x,,,,27.4.14,1210
D20140510,1211,162,20140510-084532-Hike.gpx,10.5.14,10.5.14,5,2014,2014 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Mattstock,,Mattstock,Gipfel,Amden Post - Niederschlag - Walau - Mattstock - Schibenchnîlli - Oberfurgglen - Unterfurgglen - Hasebode - Durschlegi - Amden Post,,x,x,,,,,,,,,,,,,,,,x,,,,10.5.14,1211
D20140527,1212,163,#NV,27.5.14,27.5.14,5,2014,2014 So,Sommer,Wandern,Alpintour,Privat,1,#NV,,Grosser Mythen,Gipfel,Abendtour Brunni - Holzegg - Gross Mythen - retour,,x,x,,,,,,,,,,,,,,y,,x,,,,27.5.14,1212
D20140524,1213,164,20140524-055152-BackcountrySki.gpx,24.5.14,24.5.14,5,2014,2013/14 Wi,Winter,Skifahren,Skitour,SL TN,1,Skitour Giglistock (Versuch),,Giglistock (Versuch),Gipfel,Start ob Steisee - bis nach SteilstÅck auf dem Steinlimigletscher auf ca. 2500m; dort abbruch,,x,x,,,Markus Amrein ,SL Berg & Ski,,,,,,,,,,y,,,,,,24.5.14,1213
